row,column,roughness,mobility_cost,on_planned_route
2,29,0.945548,18.881204,False
2,30,0.649692,9.441998,False
2,31,0.580661,7.743340,False
2,32,0.011581,1.002682,False
2,33,0.546991,6.983981,False
2,34,0.250692,2.256932,False
2,35,0.671643,10.022084,False
2,36,0.462939,5.286250,False
2,37,0.816680,14.339314,False
2,38,0.647437,9.383492,False
2,39,0.797626,13.724143,False
2,40,0.347885,3.420473,False
2,41,0.644063,9.296345,False
2,42,0.737827,11.887784,False
2,43,0.828189,14.717929,False
2,44,0.350045,3.450632,False
2,45,0.842880,15.208920,False
2,46,0.869911,16.134912,False
2,47,0.688337,10.476155,False
2,48,0.976122,20.056291,False
2,49,0.956516,19.298475,False
2,50,0.518139,6.369369,False
2,51,0.529340,6.604018,False
2,52,0.166173,1.552267,False
2,53,0.836620,14.998670,False
2,54,0.937382,18.573689,False
2,55,0.477239,5.555140,False
2,56,0.691426,10.561387,False
2,57,0.719686,11.358972,False
2,58,0.730353,11.668323,False
2,59,0.171827,1.590489,False
2,60,0.780372,13.179598,False
2,61,0.580845,7.747625,False
2,62,0.665556,9.859302,False
2,63,0.420792,4.541319,False
3,0,0.623737,8.780959,False
3,1,0.774705,13.003349,False
3,2,0.636867,9.111983,False
3,3,0.720414,11.379940,False
3,4,0.027622,1.015260,True
3,5,0.160023,1.512148,True
3,6,0.441068,4.890827,False
3,7,0.650117,9.453044,False
3,8,0.219038,1.959554,False
3,9,0.685957,10.410746,False
3,10,0.630865,8.959817,False
3,11,0.041862,1.035048,False
3,12,0.471586,5.447858,False
3,13,0.226243,2.023714,False
3,14,0.054143,1.058629,False
3,15,0.133527,1.356589,False
3,16,0.317351,3.014231,False
3,17,0.181547,1.659188,False
3,18,0.193360,1.747763,False
3,19,0.035658,1.025429,False
3,20,0.465330,5.330643,False
3,21,0.380299,3.892544,False
3,22,0.611794,8.485837,False
3,23,0.590164,7.965880,False
3,24,0.237846,2.131418,False
3,25,0.903182,17.314766,False
3,26,0.000661,1.000009,False
3,27,0.405376,4.286590,False
3,28,0.278528,2.551558,False
3,29,0.410042,4.362694,False
3,30,0.115074,1.264843,False
3,31,0.831370,14.823524,False
3,32,0.373880,3.795720,False
3,33,0.036062,1.026010,False
3,34,0.613564,8.529218,False
3,35,0.094822,1.179823,False
3,36,0.545221,6.945316,False
3,37,0.339373,3.303485,False
3,38,0.580896,7.748809,False
3,39,0.958301,19.366797,False
3,40,0.818522,14.399565,False
3,41,0.419102,4.512929,False
3,42,0.812990,14.219050,False
3,43,0.642297,9.250897,False
3,44,0.369443,3.729758,False
3,45,0.142112,1.403919,False
3,46,0.595938,8.102833,False
3,47,0.563859,7.358743,False
3,48,0.957213,19.325119,False
3,49,0.967997,19.740361,False
3,50,0.608610,8.408120,False
3,51,0.351116,3.465650,False
3,52,0.893467,16.965666,False
3,53,0.000947,1.000018,False
3,54,0.107918,1.232927,False
3,55,0.565812,7.402865,False
3,56,0.615168,8.568634,False
3,57,0.140700,1.395933,False
3,58,0.629456,8.924305,False
3,59,0.891282,16.887664,False
3,60,0.375848,3.825239,False
3,61,0.431684,4.727018,False
3,62,0.226336,2.024558,False
3,63,0.291495,2.699382,False
4,0,0.972455,19.913360,False
4,1,0.379781,3.884665,False
4,2,0.961139,19.475767,False
4,3,0.913747,17.698681,False
4,4,0.595810,8.099791,False
4,5,0.259825,2.350177,True
4,6,0.980981,20.246457,False
4,7,0.496306,5.926383,False
4,8,0.415492,4.452667,False
4,9,0.319153,3.037167,False
4,10,0.984277,20.376005,False
4,11,0.491755,5.836454,False
4,12,0.286398,2.640480,False
4,13,0.476936,5.549353,False
4,14,0.121886,1.297124,False
4,15,0.621687,8.729885,False
4,16,0.443468,4.933271,False
4,17,0.293103,2.718189,False
4,18,0.781706,13.221295,False
4,19,0.826805,14.672140,False
4,20,0.013203,1.003487,False
4,21,0.532565,6.672502,False
4,22,0.273788,2.499193,False
4,23,0.935253,18.493968,False
4,24,0.781907,13.227579,False
4,25,0.245660,2.206979,False
4,26,0.267689,2.433143,False
4,27,0.154766,1.479048,False
4,28,0.988825,20.555506,False
4,29,0.293188,2.719187,False
4,30,0.608038,8.394194,False
4,31,0.474631,5.505500,False
4,32,0.644877,9.317317,False
4,33,0.603854,8.292786,False
4,34,0.743473,12.055049,False
4,35,0.118179,1.279325,False
4,36,0.760399,12.564123,False
4,37,0.300690,2.808287,False
4,38,0.533498,6.692401,False
4,39,0.336122,3.259555,False
4,40,0.296822,2.762068,False
4,41,0.529868,6.615192,False
4,42,0.464337,5.312172,False
4,43,0.361039,3.606989,False
4,44,0.745017,12.101012,False
4,45,0.590805,7.981004,False
4,46,0.036429,1.026541,False
4,47,0.252423,2.274347,False
4,48,0.455614,5.151677,False
4,49,0.916573,17.802129,False
4,50,0.887941,16.768769,False
4,51,0.545592,6.953419,False
4,52,0.014561,1.004240,False
4,53,0.778383,13.117591,False
4,54,0.427732,4.659085,False
4,55,0.575642,7.627269,False
4,56,0.708181,11.030413,False
4,57,0.632235,8.994431,False
4,58,0.481879,5.644149,False
4,59,0.911715,17.624496,False
4,60,0.385473,3.971791,False
4,61,0.391866,4.071174,False
4,62,0.851901,15.514719,False
4,63,0.196468,1.771995,False
5,0,0.296449,2.757635,False
5,1,0.830024,14.778782,False
5,2,0.066054,1.087263,False
5,3,0.836279,14.987239,False
5,4,0.694621,10.649980,False
5,5,0.432820,4.746665,True
5,6,0.286361,2.640053,False
5,7,0.780729,13.190760,False
5,8,0.910676,17.586602,False
5,9,0.142684,1.407175,False
5,10,0.478413,5.577573,False
5,11,0.549095,7.030114,False
5,12,0.497682,5.953746,False
5,13,0.330737,3.187739,False
5,14,0.153528,1.471415,False
5,15,0.585852,7.864457,False
5,16,0.811823,14.181133,False
5,17,0.068419,1.093624,False
5,18,0.230019,2.058177,False
5,19,0.819594,14.434678,False
5,20,0.791751,13.537377,False
5,21,0.663601,9.807337,False
5,22,0.025553,1.013059,False
5,23,0.722599,11.442974,False
5,24,0.978686,20.156525,False
5,25,0.998334,20.933435,False
5,26,0.701248,10.834979,False
5,27,0.048893,1.047810,False
5,28,0.842063,15.181390,False
5,29,0.219232,1.961254,False
5,30,0.645737,9.339536,False
5,31,0.952245,19.135411,False
5,32,0.712443,11.151511,False
5,33,0.134626,1.362483,False
5,34,0.292493,2.711042,False
5,35,0.917998,17.854400,False
5,36,0.149730,1.448381,False
5,37,0.610612,8.456939,False
5,38,0.413936,4.426864,False
5,39,0.161180,1.519579,False
5,40,0.622405,8.747761,False
5,41,0.043563,1.037955,False
5,42,0.108215,1.234209,False
5,43,0.379199,3.875838,False
5,44,0.072004,1.103691,False
5,45,0.057561,1.066266,False
5,46,0.575256,7.618383,False
5,47,0.742338,12.021303,False
5,48,0.878457,16.433738,False
5,49,0.134333,1.360906,False
5,50,0.431671,4.726788,False
5,51,0.314570,2.979081,False
5,52,0.600218,8.205224,False
5,53,0.489580,5.793767,False
5,54,0.938538,18.617072,False
5,55,0.374198,3.800486,False
5,56,0.055751,1.062164,False
5,57,0.697296,10.724442,False
5,58,0.151109,1.456680,False
5,59,0.631346,8.971954,False
5,60,0.505844,6.117565,False
5,61,0.910423,17.577384,False
5,62,0.554891,7.158078,False
5,63,0.620878,8.709786,False
6,0,0.263247,2.385977,False
6,1,0.551675,7.086913,False
6,2,0.254190,2.292254,False
6,3,0.750579,12.267365,False
6,4,0.516996,6.345691,False
6,5,0.133781,1.357946,True
6,6,0.234420,2.099058,False
6,7,0.371214,3.755999,False
6,8,0.736753,11.856097,False
6,9,0.179320,1.643116,False
6,10,0.713296,11.175832,False
6,11,0.655014,9.580860,False
6,12,0.085243,1.145329,False
6,13,0.667953,9.923230,False
6,14,0.091178,1.166270,False
6,15,0.124792,1.311459,False
6,16,0.593974,8.056108,False
6,17,0.238585,2.138457,False
6,18,0.876927,16.380007,False
6,19,0.480468,5.616989,False
6,20,0.323286,3.090280,False
6,21,0.796464,13.687085,False
6,22,0.029461,1.017359,False
6,23,0.725007,11.512693,False
6,24,0.053659,1.057586,False
6,25,0.150801,1.454819,False
6,26,0.952041,19.127659,False
6,27,0.681113,10.278286,False
6,28,0.223088,1.995365,False
6,29,0.116078,1.269481,False
6,30,0.972697,19.922807,False
6,31,0.665063,9.846169,False
6,32,0.820596,14.467562,False
6,33,0.139765,1.390686,False
6,34,0.624797,8.807438,False
6,35,0.354298,3.510545,False
6,36,0.235019,2.104677,False
6,37,0.333265,3.221312,False
6,38,0.613757,8.533962,False
6,39,0.348672,3.431440,False
6,40,0.385748,3.976030,False
6,41,0.136425,1.372238,False
6,42,0.831101,14.814561,False
6,43,0.647890,9.395221,False
6,44,0.804503,13.944507,False
6,45,0.433394,4.756616,False
6,46,0.851576,15.503638,False
6,47,0.517491,6.355943,False
6,48,0.592627,8.024131,False
6,49,0.573258,7.572505,False
6,50,0.740160,11.956737,False
6,51,0.395510,4.128562,False
6,52,0.096999,1.188175,False
6,53,0.033166,1.021999,False
6,54,0.202408,1.819376,False
6,55,0.039453,1.031131,False
6,56,0.889257,16.815576,False
6,57,0.480992,5.627067,False
6,58,0.760347,12.562562,False
6,59,0.000440,1.000004,False
6,60,0.470187,5.421508,False
6,61,0.889777,16.834058,False
6,62,0.619465,8.674747,False
6,63,0.428645,4.674728,False
7,0,0.465573,5.335174,False
7,1,0.099748,1.198995,False
7,2,0.154673,1.478476,False
7,3,0.159041,1.505881,False
7,4,0.374634,3.807014,False
7,5,0.385657,3.974634,True
7,6,0.880343,16.500070,False
7,7,0.152114,1.462773,False
7,8,0.254067,2.291002,False
7,9,0.277432,2.539366,False
7,10,0.161537,1.521887,False
7,11,0.287053,2.647988,False
7,12,0.235168,2.106078,False
7,13,0.482036,5.647173,False
7,14,0.032096,1.020602,False
7,15,0.924520,18.094739,False
7,16,0.368968,3.722748,False
7,17,0.937942,18.594706,False
7,18,0.687714,10.459018,False
7,19,0.673814,10.080499,False
7,20,0.471732,5.450617,False
7,21,0.945404,18.875789,False
7,22,0.117913,1.278071,False
7,23,0.668565,9.939596,False
7,24,0.291101,2.694792,False
7,25,0.674465,10.098072,False
7,26,0.729298,11.637512,False
7,27,0.163229,1.532872,False
7,28,0.201022,1.808200,False
7,29,0.024930,1.012430,False
7,30,0.230472,2.062351,False
7,31,0.078203,1.122315,False
7,32,0.401071,4.217155,False
7,33,0.973594,19.957711,False
7,34,0.364253,3.653607,False
7,35,0.311839,2.944875,False
7,36,0.468037,5.381172,False
7,37,0.283143,2.603402,False
7,38,0.732348,11.726663,False
7,39,0.717928,11.308424,False
7,40,0.163353,1.533685,False
7,41,0.240533,2.157124,False
7,42,0.672186,10.036691,False
7,43,0.940482,18.690120,False
7,44,0.645874,9.343055,False
7,45,0.430648,4.709153,False
7,46,0.975432,20.029339,False
7,47,0.006273,1.000787,False
7,48,0.060867,1.074095,False
7,49,0.779263,13.145026,False
7,50,0.410169,4.364769,False
7,51,0.044948,1.040407,False
7,52,0.548416,7.015208,False
7,53,0.989606,20.586384,False
7,54,0.518940,6.385974,False
7,55,0.350013,3.450186,False
7,56,0.093815,1.176024,False
7,57,0.071218,1.101441,False
7,58,0.898792,17.156540,False
7,59,0.491160,5.824767,False
7,60,0.935736,18.512045,False
7,61,0.053761,1.057806,False
7,62,0.243464,2.185491,False
7,63,0.050458,1.050920,False
8,0,0.397319,4.157246,False
8,1,0.060139,1.072333,False
8,2,0.255430,2.304890,False
8,3,0.407472,4.320668,False
8,4,0.305949,2.872094,False
8,5,0.051341,1.052718,True
8,6,0.037605,1.028282,True
8,7,0.971625,19.881091,False
8,8,0.179386,1.643590,False
8,9,0.508629,6.174073,False
8,10,0.402358,4.237831,False
8,11,0.531309,6.645787,False
8,12,0.084360,1.142331,False
8,13,0.313888,2.970513,False
8,14,0.107980,1.233195,False
8,15,0.541937,6.873916,False
8,16,0.921303,17.975967,False
8,17,0.598287,8.158935,False
8,18,0.856767,15.680988,False
8,19,0.214410,1.919431,False
8,20,0.017408,1.006061,False
8,21,0.539633,6.824077,False
8,22,0.486540,5.734424,False
8,23,0.571422,7.530463,False
8,24,0.376629,3.836983,False
8,25,0.625099,8.814982,False
8,26,0.725639,11.531028,False
8,27,0.912999,17.671332,False
8,28,0.307611,2.892490,False
8,29,0.449042,5.032774,False
8,30,0.826416,14.659259,False
8,31,0.223974,2.003283,False
8,32,0.115687,1.267669,False
8,33,0.311718,2.943357,False
8,34,0.087635,1.153597,False
8,35,0.772405,12.932189,False
8,36,0.819438,14.429562,False
8,37,0.312876,2.957828,False
8,38,0.129814,1.337031,False
8,39,0.081985,1.134431,False
8,40,0.244850,2.199026,False
8,41,0.084325,1.142213,False
8,42,0.428650,4.674818,False
8,43,0.576983,7.658183,False
8,44,0.245386,2.204290,False
8,45,0.061442,1.075503,False
8,46,0.700602,10.816874,False
8,47,0.048031,1.046140,False
8,48,0.199854,1.798832,False
8,49,0.286018,2.636129,False
8,50,0.373763,3.793971,False
8,51,0.098531,1.194167,False
8,52,0.420578,4.537717,False
8,53,0.313929,2.971034,False
8,54,0.752317,12.319623,False
8,55,0.556084,7.184592,False
8,56,0.896090,17.059545,False
8,57,0.654098,9.556887,False
8,58,0.759719,12.543450,False
8,59,0.574729,7.606267,False
8,60,0.442183,4.910509,False
8,61,0.816801,14.343267,False
8,62,0.655459,9.592519,False
8,63,0.954765,19.231508,False
9,0,0.728020,11.600268,False
9,1,0.701177,10.832976,False
9,2,0.267695,2.433211,False
9,3,0.812076,14.189349,False
9,4,0.382405,3.924676,False
9,5,0.130245,1.339273,False
9,6,0.065929,1.086932,True
9,7,0.169363,1.573675,True
9,8,0.262592,2.379091,False
9,9,0.675897,10.136724,False
9,10,0.285521,2.630447,False
9,11,0.063523,1.080705,False
9,12,0.763788,12.667435,False
9,13,0.557225,7.209994,False
9,14,0.027472,1.015095,False
9,15,0.050631,1.051269,False
9,16,0.130118,1.338615,False
9,17,0.357148,3.551099,False
9,18,0.859798,15.785057,False
9,19,0.949220,19.020363,False
9,20,0.612002,8.490922,False
9,21,0.231097,2.068118,False
9,22,0.428903,4.679160,False
9,23,0.362411,3.626838,False
9,24,0.330372,3.182914,False
9,25,0.012446,1.003098,False
9,26,0.584419,7.830922,False
9,27,0.826923,14.676034,False
9,28,0.726833,11.565729,False
9,29,0.095297,1.181630,False
9,30,0.530312,6.624622,False
9,31,0.171195,1.586157,False
9,32,0.709434,11.065941,False
9,33,0.446215,4.982161,False
9,34,0.938538,18.617055,False
9,35,0.794776,13.633368,False
9,36,0.118203,1.279438,False
9,37,0.317075,3.010729,False
9,38,0.914992,17.744192,False
9,39,0.460997,5.250367,False
9,40,0.434154,4.769803,False
9,41,0.441425,4.897115,False
9,42,0.767501,12.781154,False
9,43,0.936296,18.533014,False
9,44,0.532601,6.673280,False
9,45,0.969665,19.805013,False
9,46,0.596016,8.104690,False
9,47,0.103563,1.214506,False
9,48,0.814259,14.260350,False
9,49,0.419457,4.518888,False
9,50,0.052311,1.054729,False
9,51,0.978010,20.130070,False
9,52,0.032871,1.021610,False
9,53,0.576991,7.658366,False
9,54,0.481994,5.646370,False
9,55,0.881789,16.551044,False
9,56,0.392718,4.084546,False
9,57,0.215620,1.929838,False
9,58,0.277045,2.535076,False
9,59,0.201156,1.809278,False
9,60,0.562433,7.326607,False
9,61,0.356989,3.548826,False
9,62,0.751080,12.282428,False
9,63,0.241558,2.167007,False
10,0,0.351771,3.474855,False
10,1,0.248239,2.232454,False
10,2,0.982421,20.303004,False
10,3,0.840210,15.119054,False
10,4,0.849834,15.444362,False
10,5,0.618154,8.642292,False
10,6,0.400857,4.213733,False
10,7,0.143054,1.409290,True
10,8,0.831679,14.833800,False
10,9,0.490113,5.804215,False
10,10,0.037744,1.028492,False
10,11,0.169556,1.574985,False
10,12,0.098720,1.194913,False
10,13,0.717692,11.301630,False
10,14,0.900182,17.206541,False
10,15,0.199317,1.794545,False
10,16,0.797037,13.705353,False
10,17,0.324060,3.100304,False
10,18,0.682904,10.327145,False
10,19,0.863119,15.899501,False
10,20,0.623103,8.765156,False
10,21,0.800371,13.811864,False
10,22,0.376435,3.834071,False
10,23,0.010082,1.002033,False
10,24,0.511744,6.237633,False
10,25,0.586677,7.883792,False
10,26,0.184740,1.682574,False
10,27,0.389094,4.027887,False
10,28,0.317244,3.012879,False
10,29,0.027049,1.014633,False
10,30,0.312077,2.947846,False
10,31,0.382837,3.931280,False
10,32,0.476103,5.533473,False
10,33,0.703347,10.893939,False
10,34,0.399105,4.185691,False
10,35,0.982387,20.301699,False
10,36,0.815528,14.301725,False
10,37,0.923888,18.071395,False
10,38,0.692806,10.599614,False
10,39,0.670176,9.982712,False
10,40,0.536719,6.761335,False
10,41,0.798682,13.757853,False
10,42,0.362798,3.632442,False
10,43,0.593556,8.046171,False
10,44,0.679462,10.233364,False
10,45,0.522208,6.454029,False
10,46,0.284172,2.615077,False
10,47,0.077747,1.120893,False
10,48,0.087269,1.152317,False
10,49,0.355867,3.532828,False
10,50,0.580396,7.737196,False
10,51,0.759613,12.540228,False
10,52,0.714460,11.209064,False
10,53,0.306793,2.882433,False
10,54,0.929190,18.267870,False
10,55,0.274599,2.508093,False
10,56,0.716067,11.255053,False
10,57,0.072033,1.103775,False
10,58,0.753393,12.352035,False
10,59,0.669941,9.976420,False
10,60,0.956911,19.313577,False
10,61,0.897152,17.097645,False
10,62,0.687675,10.457933,False
10,63,0.838255,15.053416,False
11,0,0.738613,11.910988,False
11,1,0.610981,8.465954,False
11,2,0.208745,1.871493,False
11,3,0.516691,6.339382,False
11,4,0.896131,17.061007,False
11,5,0.239086,2.143239,False
11,6,0.974665,19.999429,False
11,7,0.543958,6.917811,True
11,8,0.393410,4.095424,False
11,9,0.002960,1.000175,False
11,10,0.390167,4.044605,False
11,11,0.178133,1.634630,False
11,12,0.653093,9.530621,False
11,13,0.899537,17.183321,False
11,14,0.910175,17.568364,False
11,15,0.613530,8.528377,False
11,16,0.386664,3.990185,False
11,17,0.108905,1.237204,False
11,18,0.688787,10.488546,False
11,19,0.553422,7.125513,False
11,20,0.715261,11.231978,False
11,21,0.374018,3.797784,False
11,22,0.886769,16.727182,False
11,23,0.212708,1.904896,False
11,24,0.305580,2.867580,False
11,25,0.267663,2.432869,False
11,26,0.622174,8.742007,False
11,27,0.897261,17.101539,False
11,28,0.167422,1.560601,False
11,29,0.632807,9.008906,False
11,30,0.766488,12.750071,False
11,31,0.224649,2.009341,False
11,32,0.062689,1.078598,False
11,33,0.565893,7.404689,False
11,34,0.830270,14.786964,False
11,35,0.878585,16.438223,False
11,36,0.728035,11.600708,False
11,37,0.416849,4.475261,False
11,38,0.425393,4.619179,False
11,39,0.528770,6.591948,False
11,40,0.904733,17.370848,False
11,41,0.302323,2.827989,False
11,42,0.280749,2.576396,False
11,43,0.605368,8.329418,False
11,44,0.966565,19.684956,False
11,45,0.187234,1.701133,False
11,46,0.030479,1.018579,False
11,47,0.115596,1.267250,False
11,48,0.562575,7.329818,False
11,49,0.603448,8.282992,False
11,50,0.183878,1.676220,False
11,51,0.190283,1.724153,False
11,52,0.594521,8.069108,False
11,53,0.646359,9.355589,False
11,54,0.690225,10.528222,False
11,55,0.728924,11.626591,False
11,56,0.061392,1.075380,False
11,57,0.484697,5.698622,False
11,58,0.834634,14.932282,False
11,59,0.957210,19.325026,False
11,60,0.318446,3.028161,False
11,61,0.850338,15.461481,False
11,62,0.645181,9.325179,False
11,63,0.926713,18.175957,False
12,0,0.229069,2.049454,False
12,1,0.696801,10.710632,False
12,2,0.840719,15.136179,False
12,3,0.476710,5.545043,False
12,4,0.100796,1.203198,False
12,5,0.193527,1.749057,False
12,6,0.156646,1.490760,False
12,7,0.092830,1.172348,True
12,8,0.151956,1.461815,True
12,9,0.615732,8.582521,True
12,10,0.104901,1.220085,False
12,11,0.758067,12.493314,False
12,12,0.736216,11.840287,False
12,13,0.816368,14.329132,False
12,14,0.803714,13.919133,False
12,15,0.713099,11.170216,False
12,16,0.924082,18.078545,False
12,17,0.956901,19.313195,False
12,18,0.625100,8.815003,False
12,19,0.965096,19.628203,False
12,20,0.103323,1.213513,False
12,21,0.102882,1.211695,False
12,22,0.064457,1.083095,False
12,23,0.206418,1.852169,False
12,24,0.374438,3.804072,False
12,25,0.458674,5.207634,False
12,26,0.680500,10.261613,False
12,27,0.742931,12.038944,False
12,28,0.083781,1.140387,False
12,29,0.403246,4.252155,False
12,30,0.543466,6.907110,False
12,31,0.375182,3.815230,False
12,32,0.117549,1.276354,False
12,33,0.597086,8.130224,False
12,34,0.374411,3.803675,False
12,35,0.683724,10.349563,False
12,36,0.495510,5.910607,False
12,37,0.962698,19.535742,False
12,38,0.945029,18.861594,False
12,39,0.072195,1.104241,False
12,40,0.759793,12.545701,False
12,41,0.721253,11.404122,False
12,42,0.295928,2.751466,False
12,43,0.116847,1.273066,False
12,44,0.479014,5.589082,False
12,45,0.354139,3.508293,False
12,46,0.737316,11.872699,False
12,47,0.918392,17.868891,False
12,48,0.382093,3.919908,False
12,49,0.290592,2.688879,False
12,50,0.498761,5.975254,False
12,51,0.696866,10.712431,False
12,52,0.789000,13.450422,False
12,53,0.575681,7.628165,False
12,54,0.295970,2.751961,False
12,55,0.336947,3.270659,False
12,56,0.848014,15.382541,False
12,57,0.519244,6.392283,False
12,58,0.050395,1.050793,False
12,59,0.420760,4.540776,False
12,60,0.237837,2.131333,False
12,61,0.666196,9.876333,False
12,62,0.073376,1.107680,False
12,63,0.271040,2.469256,False
13,0,0.096020,1.184397,False
13,1,0.477557,5.561215,False
13,2,0.984641,20.390376,False
13,3,0.541360,6.861407,False
13,4,0.386287,3.984348,False
13,5,0.933912,18.443838,False
13,6,0.091820,1.168618,False
13,7,0.355769,3.531438,False
13,8,0.810780,14.147286,False
13,9,0.005123,1.000525,True
13,10,0.765911,12.732383,False
13,11,0.361044,3.607051,False
13,12,0.016408,1.005384,False
13,13,0.250854,2.258552,False
13,14,0.458231,5.199511,False
13,15,0.382818,3.930990,False
13,16,0.516768,6.340988,False
13,17,0.053127,1.056449,False
13,18,0.218587,1.955602,False
13,19,0.974302,19.985307,False
13,20,0.442643,4.918654,False
13,21,0.471889,5.453587,False
13,22,0.085348,1.145687,False
13,23,0.279160,2.558610,False
13,24,0.954754,19.231095,False
13,25,0.687065,10.441179,False
13,26,0.507813,6.157484,False
13,27,0.052995,1.056170,False
13,28,0.392716,4.084515,False
13,29,0.778440,13.119377,False
13,30,0.434695,4.779202,False
13,31,0.593539,8.045765,False
13,32,0.902358,17.285000,False
13,33,0.645134,9.323946,False
13,34,0.635850,9.086110,False
13,35,0.036052,1.025996,False
13,36,0.023819,1.011347,False
13,37,0.769560,12.844445,False
13,38,0.413255,4.415601,False
13,39,0.874208,16.284787,False
